Tail_Number,count,Tail_Number_Grupo
N323NB,4614,3
262NV,4614,3
N738US,4613,3
N349DX,4610,3
N452UA,4609,3
N355DN,4607,3
N228PQ,4606,3
N368NB,4602,3
326NV,4600,3
N815AW,4600,3
N63820,4600,3
N514NK,4598,3
N497UA,4597,3
N458UA,4596,3
N357NB,4590,3
N362DN,4589,3
N839UA,4589,3
N703UW,4587,3
N914UY,4586,3
N774DE,4585,3
N942LR,4585,3
N515NK,4585,3
N515MJ,4584,3
N309US,4583,3
N347DN,4582,3
N926UW,4582,3
N775SW,4581,3
N282AK,4581,3
N871DN,4580,3
N27152,4580,3
N510UW,4577,3
N585UW,4577,3
N426UA,4576,3
N16178,4576,3
N937SW,4576,3
N301SY,4574,3
N854AS,4571,3
N825AW,4569,3
N418UA,4569,3
N284AK,4567,3
N237AK,4565,3
306NV,4565,3
N923US,4564,3
220NV,4561,3
N7712G,4561,3
N16541,4561,3
N549UW,4559,3
N578UW,4557,3
N818AW,4555,3
N902DN,4555,3
N974UY,4554,3
N483UA,4554,3
N413UA,4553,3
N251AK,4548,3
N302SY,4548,3
N274AK,4546,3
310NV,4543,3
N810UA,4543,3
N507NK,4543,3
N556UW,4542,3
N583UW,4542,3
N319AS,4542,3
N359NB,4541,3
319NV,4537,3
N373DX,4537,3
N782SA,4536,3
N928SW,4535,3
N66897,4534,3
N523UW,4534,3
N507AY,4534,3
N526NK,4532,3
N907FJ,4531,3
N68823,4531,3
N844VA,4528,3
N813DN,4527,3
N363DN,4526,3
N797MX,4524,3
N512NK,4523,3
N278AK,4522,3
N870DN,4521,3
N535UW,4521,3
N347FR,4516,3
N473UA,4516,3
N552WN,4514,3
N65832,4514,3
N278NN,4514,3
N280AK,4510,3
N493UA,4510,3
N508AY,4509,3
N501MJ,4509,3
N771SA,4506,3
N789SW,4504,3
N312DN,4503,3
N402WN,4503,3
N61898,4502,3
N945LR,4502,3
N913US,4501,3
N320AS,4499,3
N614CZ,4499,3
N281AK,4499,3
N610NN,4497,3
N87303,4497,3
N348NW,4496,3
N69824,4495,3
N200PQ,4493,3
N62889,4492,3
N277AK,4492,3
N367NW,4490,3
N508MJ,4490,3
260NV,4489,3
N444UA,4485,3
N469AS,4484,3
337NV,4484,3
N253AK,4483,3
N857DZ,4481,3
N320US,4481,3
N414UA,4481,3
N509AY,4480,3
N366DX,4479,3
N471UA,4478,3
N979UY,4478,3
276NV,4478,3
N580UW,4477,3
N790SW,4477,3
N834DN,4477,3
N805DN,4476,3
N89308,4476,3
N534UW,4476,3
N524UW,4475,3
N194UW,4473,3
221NV,4472,3
N506MJ,4471,3
N62895,4471,3
N275AK,4470,3
N341NW,4470,3
N63899,4470,3
N938SW,4469,3
N975UY,4469,3
N343NW,4468,3
N85340,4468,3
N472UA,4468,3
N794SW,4468,3
N270WN,4467,3
N416UA,4467,3
N69830,4466,3
N562UW,4466,3
N62892,4464,3
N354CA,4463,3
N779SW,4463,3
N424UA,4462,3
N463UA,4461,3
N901EV,4458,3
N919US,4458,3
N470UA,4457,3
N956LR,4456,3
N93305,4455,3
N309AS,4455,3
N846DN,4455,3
N405AW,4454,3
N795SW,4453,3
N561UW,4451,3
N268AK,4449,3
328NV,4446,3
N551UW,4445,3
N339NB,4444,3
N545UW,4441,3
N66828,4440,3
N522LR,4439,3
N787SA,4438,3
N613CZ,4438,3
N311DN,4437,3
N67812,4437,3
N7814B,4436,3
N264AK,4435,3
N813UA,4435,3
N796SW,4434,3
N466UA,4433,3
N511MJ,4432,3
N207PS,4431,3
N440UA,4429,3
N519UW,4428,3
N38479,4427,3
N349FR,4425,3
N66893,4425,3
N248AK,4425,3
N829AW,4423,3
N874DN,4422,3
318NV,4422,3
N461UA,4420,3
N822AE,4420,3
N852DN,4419,3
N281NN,4417,3
N509NK,4414,3
N260AK,4412,3
N920US,4411,3
N817DN,4411,3
N949FR,4409,3
N433LV,4408,3
N372NW,4407,3
N710UW,4407,3
N503MJ,4406,3
N370NW,4406,3
N507MJ,4405,3
N69818,4404,3
N151UW,4404,3
N557UW,4403,3
N421ZW,4403,3
N67815,4402,3
N982VJ,4402,3
N66837,4401,3
N554UW,4401,3
N811DZ,4400,3
N238AK,4400,3
N10156,4399,3
N68821,4398,3
N772XF,4397,3
N505NK,4396,3
N899SK,4396,3
N544UW,4393,3
N810AW,4393,3
N513MJ,4393,3
N371DN,4390,3
N980UY,4390,3
N7711N,4389,3
N576UW,4386,3
N351FR,4385,3
N845VA,4384,3
N69804,4383,3
N351NW,4383,3
N411UA,4381,3
N849DN,4381,3
N717FR,4381,3
235NV,4380,3
N68802,4380,3
N491AS,4379,3
N66803,4379,3
N474AS,4375,3
N314PD,4375,3
N270AK,4374,3
N375DN,4372,3
N199UW,4371,3
N936SW,4370,3
N422UA,4370,3
N73445,4369,3
N62894,4369,3
N743SW,4368,3
N176UW,4367,3
N4888U,4367,3
N272AK,4366,3
N368DN,4365,3
N453AS,4365,3
N377DE,4365,3
N712JB,4364,3
307NV,4363,3
N568WN,4362,3
N768SW,4360,3
N374DX,4358,3
N369DN,4358,3
N317AS,4358,3
N342NW,4357,3
N62884,4357,3
N808DN,4355,3
N263AK,4355,3
N715SW,4353,3
N820DN,4352,3
N896DN,4351,3
N338NW,4351,3
N873DN,4350,3
N973UY,4350,3
N428UA,4350,3
N516LR,4349,3
N66808,4349,3
N853VA,4348,3
N818DA,4348,3
N763JB,4347,3
N972UY,4347,3
N819DN,4347,3
N976UY,4345,3
N405UA,4345,3
N187US,4344,3
N559UW,4344,3
N705SW,4343,3
N493AS,4343,3
N489UA,4342,3
N61886,4341,3
N358PW,4341,3
N970UY,4340,3
N285AK,4338,3
N873RW,4338,3
N376DN,4337,3
N361VA,4336,3
N573UW,4335,3
N977NN,4335,3
N62896,4334,3
N68801,4333,3
N12201,4332,3
N478AS,4331,3
N558UW,4329,3
N726SW,4329,3
N907NK,4327,3
N372DN,4326,3
N776DE,4326,3
N508NK,4326,3
N510NK,4325,3
N516NK,4325,3
N280NN,4325,3
N61887,4325,3
N342PM,4323,3
N350FR,4322,3
N921US,4322,3
N344PP,4321,3
241NV,4321,3
N839DN,4321,3
N68807,4320,3
N872DN,4320,3
N707SA,4318,3
N821DN,4318,3
N572UW,4318,3
N875DN,4316,3
N471AS,4315,3
N428AS,4315,3
N315AS,4314,3
N540UW,4314,3
N181UW,4313,3
N68843,4313,3
N850DN,4312,3
N247LR,4312,3
259NV,4311,3
N864DN,4311,3
N844DN,4311,3
N345NB,4310,3
N869DN,4310,3
N649PP,4309,3
N403UA,4308,3
N768JB,4307,3
N552UW,4306,3
N542UW,4306,3
N310DN,4306,3
N837DN,4305,3
N69810,4304,3
N679AW,4304,3
N981UY,4304,3
N27200,4303,3
N381DZ,4302,3
N855VA,4302,3
333NV,4302,3
N832DN,4301,3
N812DN,4301,3
N337PJ,4300,3
N486AS,4300,3
N851VA,4298,3
N11189,4298,3
N926NN,4298,3
N831AW,4298,3
N69806,4297,3
N355PU,4297,3
N562JB,4296,3
N8688C,4296,3
N61881,4296,3
N365DN,4295,3
N654AW,4294,3
N855DN,4293,3
N495AS,4292,3
N464AS,4292,3
N370DN,4291,3
N655AW,4291,3
N343NB,4291,3
N584UW,4290,3
N995AN,4289,3
N505MJ,4289,3
N696NK,4288,3
N354PT,4288,3
N897DN,4288,3
N913NK,4288,3
N64809,4288,3
N892AT,4288,3
N483AS,4287,3
N918US,4287,3
N910AU,4286,3
N906DN,4286,3
N179UW,4286,3
N367DN,4285,3
N368NW,4284,3
N371NB,4284,3
N481AS,4284,3
N719SW,4284,3
N454UA,4283,3
N316PF,4282,3
N342NB,4282,3
N167US,4281,3
N825AE,4281,3
N665AW,4281,3
N835VA,4280,3
N851DN,4280,3
N492AS,4279,3
N963NN,4279,3
N881AS,4279,3
N856AS,4277,3
N482UA,4277,3
N880AS,4276,3
N336NW,4275,3
N69816,4274,3
N467AS,4273,3
N429UA,4273,3
N575UW,4272,3
N456UA,4272,3
N977UY,4272,3
N634JB,4272,3
N632JB,4272,3
N282NN,4270,3
N68822,4269,3
N868DN,4269,3
N267AK,4268,3
N315PE,4268,3
N451UA,4267,3
N236AK,4265,3
N472AS,4265,3
N627JB,4264,3
N848VA,4263,3
N174US,4263,3
N434AS,4263,3
N908NK,4262,3
N427SW,4261,3
N357PV,4260,3
N836DN,4259,3
N7709A,4259,3
N445UA,4258,3
N807DN,4257,3
N67846,4257,3
N446UA,4256,3
N905AU,4256,3
N442AS,4254,3
N247AK,4254,3
N814DN,4253,3
N854AE,4253,3
N913SW,4252,3
N856DN,4252,3
N413AS,4251,3
N868RW,4251,3
N923FJ,4250,3
N433AS,4250,3
N172US,4250,3
N369NW,4249,3
N402UA,4249,3
N644JB,4244,3
N461AS,4244,3
N552JB,4243,3
N840DN,4243,3
N852VA,4242,3
N357FC,4242,3
317NV,4241,3
N899DN,4241,3
N448UA,4240,3
N37456,4240,3
N38458,4239,3
N986NN,4238,3
N3754A,4237,3
N978NN,4236,3
N36444,4235,3
N840VA,4235,3
N998NN,4234,3
N722FR,4234,3
N150UW,4234,3
N908AA,4233,3
N435AS,4232,3
N845DN,4231,3
N862DN,4231,3
N407UA,4231,3
N554WN,4230,3
N39461,4229,3
N816DN,4229,3
N38467,4228,3
N980NN,4228,3
N3759,4226,3
N161UW,4225,3
N37471,4224,3
N61882,4224,3
N487AS,4224,3
N7707C,4224,3
N407AS,4222,3
N28478,4222,3
N955NN,4221,3
N380DN,4221,3
N854DN,4221,3
N909AM,4220,3
N683DA,4219,3
301NV,4217,3
272NV,4217,3
N377DN,4216,3
N996NN,4216,3
N309PC,4216,3
N339NW,4215,3
N997NN,4214,3
N959NN,4214,3
N651JB,4214,3
N809DN,4214,3
N440AS,4213,3
N339PL,4213,3
N335NW,4213,3
N69885,4211,3
N14203,4211,3
N379DN,4210,3
N303AS,4210,3
N186US,4210,3
N7710A,4210,3
N521LR,4209,3
N69847,4208,3
N3731T,4207,3
N580JB,4206,3
N956NN,4206,3
N517NK,4205,3
N3750D,4205,3
N860DN,4205,3
N417UA,4205,3
271NV,4204,3
N425UA,4204,3
N861DN,4204,3
N37700,4202,3
334NV,4202,3
N858DZ,4201,3
N951NN,4200,3
N667AW,4200,3
N815DN,4199,3
N67845,4198,3
N62883,4197,3
N188US,4197,3
N847DN,4196,3
N810DN,4195,3
N3771K,4195,3
N849VA,4195,3
N66831,4195,3
N896NN,4195,3
N898DN,4195,3
N68811,4194,3
N37470,4194,3
N315NB,4193,3
N53442,4193,3
N165NN,4193,3
N69819,4193,3
N874RW,4193,3
N841VA,4192,3
N613JB,4191,3
N38443,4191,3
N152UW,4191,3
N804DN,4189,3
N3732J,4189,3
N848DN,4189,3
N173US,4189,3
N652JB,4188,3
N979NN,4188,3
327NV,4188,3
N468AS,4187,3
N512MJ,4187,3
N958NN,4186,3
N403AS,4183,3
N806DN,4183,3
N907AA,4183,3
N273AK,4182,3
N982NN,4182,3
N904AA,4181,3
N514MJ,4181,3
N306AS,4181,3
N182UW,4180,3
N462AS,4179,3
N927NN,4178,3
N978UY,4178,3
N838VA,4177,3
N494UA,4177,3
N69888,4177,3
N509MJ,4174,3
N11165,4174,3
N504MJ,4174,3
N406UA,4174,3
N653JB,4173,3
N431AS,4173,3
N973NN,4173,3
N3769L,4172,3
N950NN,4172,3
N338PK,4172,3
N137AA,4172,3
N839VA,4172,3
N796JB,4171,3
N419AS,4171,3
N63890,4171,3
N995NN,4170,3
N7708E,4170,3
N301NW,4169,3
N177US,4169,3
N568UW,4168,3
N839SK,4167,3
N904DN,4167,3
N375DA,4167,3
N931NN,4166,3
N459AS,4166,3
N3772H,4165,3
N37466,4165,3
N865DN,4163,3
N393DA,4163,3
N37474,4163,3
N67827,4163,3
N809MD,4163,3
N37437,4162,3
N344NB,4159,3
N606JB,4159,3
N923AT,4158,3
N906AA,4158,3
N998AN,4158,3
N579JB,4158,3
N990NN,4157,3
N766JB,4156,3
N637JB,4155,3
N3734B,4154,3
N715JB,4153,3
N68891,4153,3
N53441,4153,3
N853DN,4153,3
N68842,4152,3
N427UA,4152,3
N859DN,4151,3
N912NK,4151,3
N993NN,4150,3
N3751B,4148,3
N352FR,4148,3
N534JB,4148,3
N301PA,4146,3
N803DN,4146,3
N905DN,4146,3
N842DN,4145,3
N305NX,4145,3
N983NN,4144,3
N929AA,4143,3
N646JB,4143,3
N784JB,4143,3
N841DN,4142,3
N902AA,4142,3
N412UA,4142,3
N348FR,4142,3
N288AK,4142,3
N66841,4142,3
N968NN,4141,3
N989AU,4141,3
N359PX,4140,3
N947NN,4140,3
N3740C,4139,3
N944NN,4139,3
N38451,4138,3
N383DZ,4138,3
N3765,4138,3
N494AS,4137,3
N988AL,4137,3
N910DU,4137,3
N39423,4137,3
N583JB,4137,3
N607JB,4136,3
N338NB,4136,3
N38459,4135,3
N969NN,4134,3
N586JB,4134,3
N984NN,4133,3
N390DA,4132,3
N558JB,4131,3
N878NN,4130,3
N77430,4130,3
N633JB,4129,3
N970NN,4129,3
N420UA,4129,3
N164NN,4129,3
N153UW,4128,3
N985NN,4128,3
N915NK,4128,3
N891AT,4128,3
N953NN,4127,3
N992AU,4126,3
N802DN,4126,3
N64844,4125,3
N957NN,4125,3
N37464,4124,3
N401UA,4124,3
N402AS,4123,3
N543UW,4123,3
N602UX,4123,3
N3773D,4122,3
N903AA,4122,3
N283NN,4122,3
N933NN,4122,3
N623JB,4120,3
N941NN,4120,3
N3757D,4120,3
N945NN,4119,3
N993AN,4119,3
N615JB,4119,3
N949NN,4118,3
N36447,4118,3
N66848,4118,3
N989DN,4118,3
N69840,4117,3
N910NK,4117,3
N3730B,4116,3
N779JB,4115,3
N317PG,4115,3
N77542,4115,3
N553UW,4115,3
N656JB,4115,3
N971NN,4115,3
N801DZ,4114,3
N75432,4114,3
N171US,4114,3
N899NN,4113,3
N641JB,4113,3
N166NN,4113,3
N934AA,4112,3
N423UA,4111,3
N57439,4111,3
N398DA,4110,3
N384DN,4109,3
N346NB,4109,3
N3766,4109,3
N614NN,4108,3
N930AU,4107,3
N185UW,4107,3
N994AN,4107,3
N62849,4107,3
N901AA,4106,3
N794JB,4105,3
N14188,4104,3
N202FR,4104,3
N866DN,4102,3
N603UX,4102,3
274NV,4100,3
N983AT,4099,3
N661JB,4099,3
N789JB,4098,3
N908NN,4097,3
N457AS,4097,3
N648JB,4097,3
N901DN,4096,3
N151AN,4095,3
N729JB,4095,3
N882NN,4095,3
N554JB,4095,3
N78506,4095,3
N877NN,4094,3
N827DN,4094,3
N154AA,4093,3
N343PN,4093,3
N228PS,4093,3
N535JB,4091,3
N36476,4090,3
N887NN,4090,3
N863DN,4090,3
N604UX,4090,3
N964NN,4089,3
N3756,4088,3
N307DX,4088,3
N449UA,4088,3
N290AK,4087,3
N613NN,4087,3
N764SW,4087,3
N68452,4086,3
N11535,4086,3
N621JB,4086,3
N659DL,4085,3
N571JB,4084,3
N803AW,4084,3
N394DA,4083,3
N341NB,4083,3
N674RJ,4081,3
N890NN,4081,3
N145AN,4081,3
N823DN,4080,3
N893NN,4080,3
N68817,4080,3
N38473,4080,3
N399DA,4079,3
N990AU,4078,3
N200NV,4078,3
N934NN,4076,3
N898NN,4076,3
N987AM,4076,3
N946NN,4076,3
N645JB,4075,3
N849UA,4075,3
N78540,4074,3
N68453,4074,3
N184US,4073,3
N941SW,4073,3
N892NN,4072,3
N3738B,4072,3
N224AK,4071,3
N976NN,4071,3
N928NN,4071,3
N287AK,4071,3
N843VA,4070,3
N940NN,4069,3
N775JB,4067,3
N989NN,4067,3
N843DN,4066,3
N183UW,4066,3
N658JB,4065,3
N952NN,4065,3
N306NY,4063,3
N180US,4062,3
N141NN,4061,3
N941FR,4061,3
N3767,4060,3
N639JB,4060,3
273NV,4060,3
N69813,4059,3
N45440,4059,3
N844AE,4058,3
N972NN,4057,3
N928AM,4056,3
N153AN,4055,3
N624JB,4055,3
N801UA,4055,3
N28457,4055,3
N11184,4053,3
N546UW,4052,3
N509JB,4051,3
N556JB,4051,3
N163AA,4051,3
N340NB,4051,3
N382DN,4051,3
N836VA,4051,3
N75435,4050,3
N595JB,4049,3
N66814,4049,3
N938NN,4048,3
N565JB,4048,3
N561JB,4047,3
N954NN,4046,3
N27477,4046,3
N655JB,4045,3
N643JB,4044,3
N376DA,4041,3
N847VA,4041,3
332NV,4040,3
N7706A,4040,3
N939NN,4040,3
N889NN,4039,3
N598JB,4037,3
N391DA,4035,3
N568JB,4034,3
N506NK,4034,3
N346PR,4033,3
N193UW,4033,3
N78448,4033,3
N895NN,4032,3
N201FR,4032,3
N308DN,4031,3
N81449,4029,3
N178US,4029,3
N3736C,4028,3
N932AM,4028,3
N159AN,4028,3
N880NN,4028,3
N326US,4027,3
N69835,4026,3
N925NN,4025,3
N625JB,4025,3
N937XJ,4025,3
N75425,4024,3
N77537,4023,3
N144AN,4022,3
N943LR,4022,3
N434AW,4022,3
N3749D,4021,3
N838DN,4021,3
N78438,4021,3
N36469,4020,3
N77431,4019,3
N911DQ,4019,3
N988NN,4019,3
N374CA,4018,3
N910NN,4018,3
N920NN,4017,3
N605UX,4017,3
N3752,4017,3
N191UW,4016,3
N846VA,4016,3
N75429,4016,3
N143AN,4013,3
N138AN,4013,3
N165US,4012,3
N881NN,4012,3
N15910,4012,3
N502MJ,4012,3
N894NN,4011,3
N966NN,4011,3
N994NN,4010,3
N3743H,4009,3
N421UA,4009,3
N991AU,4008,3
N354FR,4007,3
N916NN,4007,3
N912DU,4007,3
N833DN,4007,3
N842AE,4007,3
N140AN,4006,3
N806JB,4005,3
N682DA,4005,3
N918NN,4004,3
N886NN,4004,3
N306PB,4004,3
N3763D,4001,3
N309DN,4000,3
N266AK,3999,3
N3768,3999,3
N903DN,3997,3
N38454,3997,3
N136AN,3997,3
N39415,3997,3
N960NN,3996,3
N606UX,3996,3
N936NN,3995,3
N149AN,3994,3
N932NN,3993,3
N921NN,3993,3
N607UX,3993,3
N601UX,3992,3
N875NN,3992,3
N614AE,3992,3
N658DL,3992,3
N876NN,3992,3
N806HC,3992,3
N884NN,3991,3
N3739P,3990,3
N992NN,3990,3
N567UW,3989,3
N870AS,3989,3
N837VA,3988,3
N908DN,3987,3
N866AS,3987,3
N404UA,3986,3
N746JB,3986,3
N635JB,3986,3
N372DA,3986,3
N590JB,3985,3
N147AA,3985,3
N154UW,3985,3
N364VA,3984,3
N935NN,3983,3
N162AA,3982,3
N851AE,3982,3
N843AE,3982,3
N649AW,3980,3
N139AN,3980,3
N477AS,3979,3
N901NN,3979,3
N335PH,3979,3
N991NN,3978,3
N161AA,3978,3
N3744F,3978,3
N894AT,3978,3
N933AM,3977,3
N104DU,3976,3
N75428,3975,3
N589JB,3975,3
N448AS,3975,3
N659JB,3973,3
N961NN,3973,3
N73276,3973,3
N38446,3973,3
N962NN,3973,3
N909DN,3972,3
N708JB,3972,3
N37462,3972,3
N155NN,3971,3
N697DL,3971,3
N27421,3971,3
N705JB,3970,3
N352PS,3968,3
N163US,3967,3
N987NN,3967,3
N629JB,3966,3
N34455,3966,3
N840AE,3965,3
N197UW,3964,3
N895AT,3964,3
N907NN,3963,3
N38257,3963,3
N152AA,3963,3
N77538,3962,3
N905NN,3962,3
N76503,3961,3
N37465,3960,3
N891NN,3959,3
N423AS,3958,3
N373DA,3958,3
N778XF,3958,3
N948NN,3957,3
N592JB,3957,3
N913NN,3956,3
N872NN,3956,3
N825DN,3956,3
N447UA,3956,3
N408AS,3954,3
N3735D,3953,3
N37419,3953,3
N76532,3952,3
N564JB,3952,3
N900UW,3951,3
N583NW,3951,3
N150NN,3950,3
N557NW,3949,3
N695DL,3949,3
N761RR,3947,3
N75436,3947,3
N39463,3946,3
N385DZ,3946,3
N68805,3945,3
N75433,3945,3
N885NN,3944,3
N385DN,3944,3
N3755D,3943,3
N766SW,3943,3
N390DN,3943,3
N924NN,3942,3
N813AE,3942,3
N588JB,3941,3
N16709,3941,3
N914NN,3939,3
N563UW,3937,3
N323AS,3936,3
N883NN,3935,3
N77539,3933,3
N987DN,3933,3
N594JB,3933,3
N142AN,3933,3
N77535,3932,3
N916DU,3931,3
N86534,3931,3
N36472,3930,3
N596NW,3930,3
N868NN,3929,3
N930NN,3929,3
N3747D,3929,3
N608JB,3928,3
N965NN,3927,3
N630JB,3927,3
N16732,3927,3
N823AE,3927,3
N76529,3926,3
N76508,3925,3
N854VA,3925,3
N986AN,3925,3
N24715,3925,3
N837AE,3924,3
N78285,3923,3
N929LR,3922,3
N39416,3921,3
N3741S,3920,3
N904NN,3920,3
N597JB,3919,3
N158AN,3919,3
N76533,3916,3
N588NW,3915,3
N146AA,3914,3
N37277,3914,3
N804JB,3914,3
N157AA,3914,3
N807UA,3914,3
N38424,3914,3
N703SW,3913,3
N6714Q,3913,3
N996AN,3912,3
N942NN,3912,3
N900DU,3911,3
N867DN,3911,3
N670DN,3909,3
N167AN,3908,3
N395DN,3908,3
N538UW,3908,3
N922NN,3908,3
N519JB,3908,3
N706JB,3908,3
N760JB,3907,3
N871AS,3907,3
N75426,3906,3
N592NW,3906,3
N915NN,3906,3
N419UA,3905,3
N594NW,3905,3
N478PX,3904,3
N967NN,3903,3
N638JB,3903,3
N997AA,3903,3
N874NN,3902,3
N907DN,3900,3
N894DN,3899,3
N409UA,3898,3
N931AM,3898,3
N510JB,3897,3
N303SY,3897,3
N709JB,3897,3
N891DN,3896,3
N676DL,3896,3
N160AN,3896,3
N157UW,3896,3
N590NW,3896,3
N325US,3895,3
N397DA,3895,3
N387DN,3895,3
N892DN,3895,3
N570AS,3894,3
N879NN,3894,3
N559JB,3894,3
N876DN,3893,3
N79541,3893,3
N3748Y,3892,3
N162UW,3891,3
N393DN,3891,3
N3761R,3886,3
N76526,3885,3
N902NN,3885,3
N37420,3885,3
N919NN,3884,3
N612JB,3883,3
N76502,3883,3
N912NN,3882,3
N850UA,3881,3
N148AN,3881,3
N698DL,3880,3
N923NN,3880,3
N612UX,3879,3
N293AK,3879,3
226NV,3879,3
N109DU,3878,3
N809JB,3878,3
N284JN,3877,3
N415UA,3876,3
N6715C,3876,3
N556NW,3875,3
N536UW,3875,3
N479AS,3874,3
N395DZ,3874,3
N292AK,3874,3
N539UW,3873,3
N775DE,3873,3
N108DQ,3873,3
N218PS,3873,3
N6707A,3872,3
N170US,3872,3
N377DA,3872,3
N409AS,3871,3
N807JB,3871,3
N1902U,3870,3
N17719,3870,3
N319US,3869,3
N771XF,3869,3
N890DN,3869,3
N841NN,3868,3
N842VA,3868,3
N17159,3867,3
N950AT,3867,3
N909NN,3866,3
N585NW,3866,3
N27733,3866,3
N4901U,3866,3
N609UX,3866,3
N640JB,3865,3
N861NN,3865,3
N68880,3864,3
N73275,3864,3
N828JB,3862,3
N3742C,3862,3
N537UW,3862,3
N830NN,3860,3
N374DA,3859,3
N220FR,3859,3
N560UW,3859,3
N587JB,3858,3
N11206,3858,3
N591NW,3858,3
N907EV,3858,3
N935AT,3857,3
N76505,3855,3
N37290,3854,3
N593NW,3853,3
N585JB,3849,3
N37422,3848,3
N78524,3848,3
N906SW,3847,3
N77525,3843,3
N599JB,3842,3
N23721,3842,3
N608UX,3840,3
N937NN,3840,3
N665DN,3840,3
N943FR,3839,3
N36272,3839,3
N24706,3837,3
N917NN,3837,3
N24736,3836,3
N815UA,3835,3
N87507,3834,3
N156AN,3834,3
N906NN,3834,3
N723FR,3833,3
N77258,3831,3
N906NK,3831,3
N835DN,3830,3
N37273,3828,3
N687DL,3827,3
N6706Q,3827,3
N33714,3826,3
N392DN,3826,3
N433QX,3825,3
N555NW,3824,3
N15710,3824,3
N37427,3824,3
N23708,3824,3
N76254,3822,3
N77261,3821,3
N47414,3821,3
N873NN,3821,3
N14704,3820,3
N915DU,3818,3
N793JB,3818,3
N853NN,3818,3
N929NN,3818,3
N356FR,3817,3
N77536,3817,3
N16217,3816,3
N37255,3816,3
N73283,3814,3
N302AS,3814,3
N54711,3814,3
N866NN,3813,3
N3745B,3813,3
N8710M,3813,3
N76269,3813,3
N879DN,3811,3
N593AS,3811,3
N897NN,3810,3
N857NN,3810,3
N878DN,3810,3
N862NN,3810,3
N688DL,3809,3
N870NN,3808,3
N3758Y,3808,3
N981NN,3806,3
N17229,3806,3
N582NW,3805,3
N17245,3804,3
N78509,3803,3
N569JB,3803,3
N918DU,3803,3
N27734,3803,3
N87512,3802,3
N33266,3802,3
N392DA,3802,3
N77510,3799,3
N841AE,3799,3
N14180,3796,3
N895DN,3796,3
N39475,3795,3
N12216,3795,3
N443UA,3795,3
N584NW,3795,3
N11155,3794,3
N33203,3793,3
N38417,3793,3
N36207,3792,3
N842NN,3792,3
N190UW,3789,3
N87527,3789,3
N618JB,3789,3
N286NN,3788,3
N13720,3787,3
335NV,3786,3
N903NN,3785,3
N33289,3784,3
N14735,3784,3
N869NN,3784,3
N156UW,3782,3
N3760C,3782,3
N570JB,3779,3
N14237,3779,3
N943NN,3779,3
N14240,3779,3
N27213,3778,3
N521UW,3777,3
N848AE,3776,3
N76519,3776,3
N76522,3774,3
N304SY,3774,3
N26232,3774,3
N529JB,3773,3
N537AS,3773,3
N77520,3772,3
N524JB,3771,3
N636JB,3771,3
N12126,3771,3
N920DU,3770,3
N605JB,3769,3
N694DL,3768,3
N589NW,3767,3
N893DN,3767,3
N13718,3766,3
N665JB,3765,3
N822DN,3764,3
N595NW,3764,3
242NV,3764,3
N660DL,3761,3
N231JQ,3761,3
N33284,3759,3
N821NN,3759,3
N803UA,3759,3
N394DX,3757,3
N78511,3757,3
N553AS,3756,3
N538AS,3756,3
N12238,3756,3
N76514,3755,3
N615NN,3754,3
N517JB,3753,3
N649JB,3753,3
N24729,3753,3
N116DU,3752,3
N939FR,3752,3
N16703,3748,3
N12122,3748,3
N17730,3746,3
N155UW,3746,3
N69826,3745,3
N110DU,3744,3
N296AK,3744,3
N14249,3742,3
N586NW,3741,3
N6710E,3739,3
N11164,3739,3
N923DZ,3738,3
N859NN,3738,3
N871NN,3738,3
N87531,3738,3
N76288,3738,3
N189UW,3737,3
N287NN,3737,3
N844NN,3736,3
N14731,3736,3
N913DU,3735,3
N525AS,3735,3
N523AS,3735,3
N3746H,3733,3
N27722,3733,3
N16234,3731,3
N536AS,3729,3
N829DN,3729,3
N169UW,3729,3
N584AS,3728,3
N378DN,3727,3
N76528,3727,3
N16987,3727,3
N34222,3727,3
N12218,3727,3
N819NN,3726,3
N524AS,3726,3
N850NN,3726,3
N805JB,3725,3
N177XF,3724,3
N7705A,3721,3
N985AT,3720,3
N585AS,3719,3
N41104,3719,3
N396DN,3718,3
N37253,3718,3
N17244,3717,3
N8709Q,3717,3
N854NN,3716,3
N26208,3715,3
N388DN,3715,3
N11107,3714,3
N821AE,3714,3
N8707P,3714,3
N187GJ,3714,3
N674DL,3713,3
N838UA,3712,3
N774XF,3711,3
N838NN,3710,3
N239JQ,3710,3
N27205,3709,3
N118DU,3708,3
N14250,3707,3
N676CA,3707,3
N534AS,3707,3
N39418,3704,3
323NV,3702,3
N388DA,3701,3
N593JB,3700,3
N18120,3698,3
N848NN,3698,3
N134AN,3697,3
N825NN,3696,3
N827JB,3694,3
N6712B,3693,3
N881DN,3693,3
N987AN,3693,3
N740SW,3693,3
N547JB,3692,3
N826NN,3692,3
N479PX,3690,3
N130AN,3689,3
N17752,3689,3
N849NN,3688,3
N933LR,3686,3
N503JB,3686,3
N917DU,3686,3
N112DU,3686,3
N15983,3685,3
N35260,3684,3
N824DN,3684,3
N35204,3682,3
N590AS,3682,3
N27239,3681,3
N288NN,3680,3
243NV,3679,3
N684DA,3679,3
N877AS,3678,3
N14116,3677,3
N69838,3675,3
N814NN,3674,3
N24224,3674,3
N14242,3674,3
N809NN,3674,3
